index,Name,Roll no.,OS,DAA,ML,Gender,Total,average,Grade,Status
1424,orsqgmcygj,21CPS1178,49,62,54,M,165,55.0,D,P
1425,ivkjgidcuk,21BAI1502,51,62,34,M,147,49.0,E,P
1426,ftpcvsgurd,21BAI1019,76,73,85,F,234,78.0,B,P
1427,astpzqqzqa,21CSE1557,72,50,24,M,146,48.666666666666664,E,P
1428,hiqjihlbjv,21BRS1533,25,68,27,M,120,40.0,F,F
1429,akgumnowyt,21BRS1424,50,41,44,F,135,45.0,E,P
1430,lglrzrbgxs,21CSE1586,92,93,52,M,237,79.0,B,P
1431,naucmomdov,21BRS1103,30,90,26,M,146,48.666666666666664,E,P
1432,cccujaigin,21CPS1269,40,75,81,F,196,65.33333333333333,C,P
1433,xdbkjdibhr,21BRS1100,76,46,52,M,174,58.0,D,P
1434,jcuaazqtxn,21BAI1214,27,87,93,M,207,69.0,C,P
1435,xufcekzhyb,21BAI1454,46,64,1,M,111,37.0,F,F
1436,gstczrinaf,21BRS1362,23,75,85,F,183,61.0,C,P
1437,pixyiwweys,21CSE1496,36,48,99,F,183,61.0,C,P
1438,uyxdgeimnl,21CSE1086,29,92,48,F,169,56.333333333333336,D,P
1439,ffthgihweg,21CSE1289,62,85,63,F,210,70.0,C,P
1440,qashwzqwnh,21CSE1388,99,57,38,M,194,64.66666666666667,C,P
1441,abrfuchbeg,21CPS1187,52,89,17,M,158,52.666666666666664,D,P
1442,guaqyerkgz,21CSE1301,34,3,95,M,132,44.0,E,P
1443,qcqhzbaphw,21BRS1411,77,88,79,M,244,81.33333333333333,A,P
1444,myhwszpzqs,21BAI1220,55,79,36,F,170,56.666666666666664,D,P
1445,cvqzzlriwa,21CSE1338,56,18,97,F,171,57.0,D,P
1446,bpkwqyjxfm,21CSE1038,19,20,62,F,101,33.666666666666664,F,F
1447,hfzojdylrd,21BRS1000,70,58,14,F,142,47.333333333333336,E,P
1448,xsdgqdiqps,21CPS1317,74,34,36,F,144,48.0,E,P
1449,usmpxmybbx,21CSE1575,93,2,51,M,146,48.666666666666664,E,P
1450,bqonkewubq,21BAI1042,68,0,22,M,90,30.0,F,F
1451,qvxepnnkjd,21CSE1089,21,0,89,F,110,36.666666666666664,F,F
1452,vtwrdqzxsr,21CSE1215,13,3,76,F,92,30.666666666666668,F,F
1453,zrgklvcamv,21CSE1000,28,81,89,M,198,66.0,C,P
1454,ioiouzhthv,21BRS1578,33,76,54,F,163,54.333333333333336,D,P
1455,ccanysmqty,21CSE1384,72,25,90,F,187,62.333333333333336,C,P
1456,jbulbsnjnn,21BRS1498,56,27,30,F,113,37.666666666666664,F,F
1457,yqfplerrmf,21CPS1515,99,48,99,M,246,82.0,A,P
1458,fsxjkgspuw,21CSE1146,71,16,100,F,187,62.333333333333336,C,P
1459,aiyofrqkhu,21BAI1203,57,31,7,F,95,31.666666666666668,F,F
1460,tzywlottoy,21CPS1197,79,36,67,F,182,60.666666666666664,D,P
1461,yemlqvdpsx,21CSE1056,25,44,100,M,169,56.333333333333336,D,P
1462,cwecoiwlfb,21BRS1346,35,89,96,F,220,73.33333333333333,B,P
1463,orrexnmnhi,21CSE1018,76,44,72,M,192,64.0,C,P
1464,qrhmklyyzx,21BRS1365,87,84,63,M,234,78.0,B,P
1465,oixzcudkcr,21CSE1292,1,3,30,F,34,11.333333333333334,F,F
1466,domifnmgzc,21BRS1370,15,61,58,M,134,44.666666666666664,E,P
1467,edanpglusr,21BAI1470,83,33,21,F,137,45.666666666666664,E,P
1468,elctwznulj,21CPS1301,32,17,22,F,71,23.666666666666668,F,F
1469,dlrflilkbk,21BAI1061,63,71,51,F,185,61.666666666666664,C,P
1470,jwcbjdgden,21BAI1097,25,76,80,M,181,60.333333333333336,D,P
1471,irshzfqwwa,21BAI1364,72,47,72,M,191,63.666666666666664,C,P
1472,ynpfzvgnzg,21CPS1537,60,89,70,F,219,73.0,B,P
1473,zyuywhrhtz,21CSE1163,17,85,32,F,134,44.666666666666664,E,P
1474,moqxqaiinz,21BAI1530,20,25,47,F,92,30.666666666666668,F,F
1475,dgogwdcfjh,21CPS1315,19,40,62,F,121,40.333333333333336,F,P
1476,tyqwdbivnh,21CSE1193,96,76,79,F,251,83.66666666666667,A,P
1477,izxrbbrtju,21BRS1517,15,18,95,M,128,42.666666666666664,E,P
1478,qmgthwswwm,21BAI1483,30,8,44,M,82,27.333333333333332,F,F
1479,ejzrpnilzd,21CSE1526,83,88,98,M,269,89.66666666666667,A,P
1480,lveigcpdct,21CSE1435,36,56,13,M,105,35.0,F,F
1481,kgtsyanaet,21CSE1561,16,7,8,M,31,10.333333333333334,F,F
1482,dskmhnzyrh,21CPS1358,40,34,53,M,127,42.333333333333336,E,P
1483,yoannfpevb,21CSE1437,40,58,76,F,174,58.0,D,P
1484,sjpdunmptt,21CPS1445,19,91,54,M,164,54.666666666666664,D,P
1485,aqdglvhtmj,21CSE1504,77,70,97,F,244,81.33333333333333,A,P
1486,vflmvignrm,21CSE1213,24,54,58,F,136,45.333333333333336,E,P
1487,vazryhitxo,21BRS1102,32,49,5,M,86,28.666666666666668,F,F
1488,fkqvtvenmj,21BRS1392,84,82,75,F,241,80.33333333333333,B,P
1489,ixuttjafwf,21CSE1378,43,55,75,F,173,57.666666666666664,D,P
1490,mlitqootqx,21BAI1277,87,3,72,F,162,54.0,D,P
1491,cnsehtzskm,21CSE1509,29,58,52,M,139,46.333333333333336,E,P
1492,ykabucoucj,21BRS1000,44,29,96,M,169,56.333333333333336,D,P
1493,ypvwnqrmuu,21CPS1036,100,53,68,M,221,73.66666666666667,B,P
1494,orhzgynjxu,21CPS1334,55,8,20,M,83,27.666666666666668,F,F
1495,egardpmkma,21CPS1242,62,99,37,F,198,66.0,C,P
1496,ujogycxhrh,21BRS1428,71,8,76,F,155,51.666666666666664,D,P
1497,wsyhrzgmfj,21BAI1324,83,22,19,M,124,41.333333333333336,E,P
1498,fcmyuilcsq,21BAI1310,92,17,79,F,188,62.666666666666664,C,P
1499,ecubnbrcbr,21CPS1366,81,35,38,F,154,51.333333333333336,D,P
1500,dxegqechrp,21CPS1288,60,67,52,M,179,59.666666666666664,D,P
1501,czxbbidjkt,21BAI1325,1,14,65,M,80,26.666666666666668,F,F
1502,kpixkytvdl,21BRS1022,11,26,94,M,131,43.666666666666664,E,P
1503,dzyshcxgli,21BAI1282,85,16,35,M,136,45.333333333333336,E,P
1504,gcdqnbekzc,21CPS1195,83,54,9,F,146,48.666666666666664,E,P
1505,vqompezxew,21BAI1071,90,34,10,F,134,44.666666666666664,E,P
1506,jkbunkudcw,21CSE1148,72,98,20,M,190,63.333333333333336,C,P
1507,ktqicxkrrb,21BAI1422,40,84,71,M,195,65.0,C,P
1508,eozddfmpnv,21CSE1502,73,17,45,F,135,45.0,E,P
1509,lzhxhaeyho,21CSE1432,57,35,79,M,171,57.0,D,P
1510,cnumhplbfz,21CSE1260,64,31,67,M,162,54.0,D,P
1511,cbwniqjyfd,21CSE1390,32,64,18,M,114,38.0,F,F
1512,xninmnzcfi,21CSE1245,14,76,71,M,161,53.666666666666664,D,P
1513,xfxmuzedfm,21CSE1575,97,36,82,M,215,71.66666666666667,B,P
1514,bizycvzaht,21BAI1343,88,61,96,F,245,81.66666666666667,A,P
1515,qvrndykcnn,21BRS1591,89,69,43,M,201,67.0,C,P
1516,hirfazmvea,21CSE1120,31,14,6,F,51,17.0,F,F
1517,yjvrngxhlq,21CSE1524,27,76,14,F,117,39.0,F,F
1518,wbsffbykkl,21BRS1287,22,60,89,M,171,57.0,D,P
1519,ynsjjbqmoo,21CPS1094,15,51,62,M,128,42.666666666666664,E,P
1520,txftxnnhun,21CSE1587,52,49,34,M,135,45.0,E,P
1521,njfxjborpe,21CPS1234,15,30,83,M,128,42.666666666666664,E,P
1522,gvndaseuqp,21CPS1143,13,19,56,M,88,29.333333333333332,F,F
1523,lmdjtsetbg,21BRS1091,47,82,42,F,171,57.0,D,P
1524,ofmugjisvh,21BRS1333,2,49,66,M,117,39.0,F,F
1525,sfnoiugqlt,21BAI1289,96,61,41,F,198,66.0,C,P
1526,skgkmmwycg,21BRS1089,23,53,49,M,125,41.666666666666664,E,P
1527,fkbzjoycbc,21BAI1276,22,20,100,M,142,47.333333333333336,E,P
1528,citowkwosq,21BAI1160,48,86,23,F,157,52.333333333333336,D,P
1529,noggzbywqz,21BAI1221,75,38,7,F,120,40.0,F,F
1530,mvxxtjtnxa,21BRS1509,100,95,20,F,215,71.66666666666667,B,P
1531,odfyyqjtno,21CSE1531,58,60,29,F,147,49.0,E,P
1532,yhkryfxhkd,21BAI1063,72,38,53,M,163,54.333333333333336,D,P
1533,bbmmialioa,21BRS1247,53,74,8,M,135,45.0,E,P
1534,guywlqghbs,21BRS1385,97,83,59,F,239,79.66666666666667,B,P
1535,fmsuokzwbr,21CPS1341,10,92,19,F,121,40.333333333333336,F,P
1536,vsshsxtwcs,21BAI1570,3,37,35,M,75,25.0,F,F
1537,pxqxkflnti,21BRS1067,97,69,82,F,248,82.66666666666667,A,P
1538,jnexnfcoup,21BRS1006,91,7,55,F,153,51.0,D,P
1539,rfhjdlsmri,21BRS1574,71,36,27,M,134,44.666666666666664,E,P
1540,aqsozizlfh,21BRS1079,15,7,9,F,31,10.333333333333334,F,F
1541,bfpfitbczj,21CPS1016,7,33,8,F,48,16.0,F,F
1542,wvvleljcqz,21BRS1334,31,52,56,F,139,46.333333333333336,E,P
1543,xpjgptxvmr,21CSE1178,58,33,23,F,114,38.0,F,F
1544,rkcofsojiw,21CPS1047,63,12,1,F,76,25.333333333333332,F,F
1545,jvygmorhps,21CPS1424,34,48,52,M,134,44.666666666666664,E,P
1546,ylpqskbgvc,21BRS1085,93,88,74,F,255,85.0,A,P
1547,kekglojyxr,21CSE1323,99,58,3,M,160,53.333333333333336,D,P
1548,mgxhvkdvpf,21BAI1052,77,28,17,F,122,40.666666666666664,F,P
1549,oungwjgdpi,21CSE1286,25,80,24,M,129,43.0,E,P
1550,uagpxbnvmz,21CSE1387,61,40,2,M,103,34.333333333333336,F,F
1551,lhfxkthzal,21BRS1469,7,18,58,M,83,27.666666666666668,F,F
1552,kpzuhzksjo,21CPS1115,95,60,96,F,251,83.66666666666667,A,P
1553,bkrcofukqk,21BRS1014,62,16,54,M,132,44.0,E,P
1554,zujvisqlee,21CSE1065,24,25,27,M,76,25.333333333333332,F,F
1555,pjrjglaehl,21BRS1534,11,55,36,F,102,34.0,F,F
1556,txrnejftvm,21CSE1101,43,11,40,F,94,31.333333333333332,F,F
1557,ewftsjybbp,21CSE1109,2,37,1,M,40,13.333333333333334,F,F
1558,kocleurosf,21CSE1437,15,29,74,F,118,39.333333333333336,F,F
1559,dqgyjdgrsc,21CPS1167,93,44,61,F,198,66.0,C,P
1560,znsugdrjfq,21BAI1488,50,100,8,F,158,52.666666666666664,D,P
1561,oylzjxbofy,21CSE1311,6,44,53,M,103,34.333333333333336,F,F
1562,ttjsxjcyfh,21BAI1043,45,31,18,M,94,31.333333333333332,F,F
1563,tieqdwfwlv,21BAI1403,63,16,82,M,161,53.666666666666664,D,P
1564,ekqqgvqxnv,21BAI1437,23,100,95,F,218,72.66666666666667,B,P
1565,lwfpyatutp,21CSE1042,31,82,45,F,158,52.666666666666664,D,P
1566,eztvcehdwk,21BRS1006,97,76,86,F,259,86.33333333333333,A,P
1567,lqsvcdkyvu,21BAI1092,32,99,98,M,229,76.33333333333333,B,P
1568,ugpgkibija,21CSE1356,21,69,74,M,164,54.666666666666664,D,P
1569,neciskgiuj,21BRS1095,51,34,81,F,166,55.333333333333336,D,P
1570,gmmvbvvbip,21BAI1096,13,20,80,F,113,37.666666666666664,F,F
1571,anphoylrji,21BAI1472,26,94,6,F,126,42.0,E,P
1572,uqqepqmthb,21BAI1393,16,47,13,F,76,25.333333333333332,F,F
1573,zzsiobxivh,21BRS1256,78,67,83,M,228,76.0,B,P
1574,inlteuwsjy,21CPS1362,56,12,73,F,141,47.0,E,P
1575,xdrrgpzwiu,21BRS1053,19,10,35,F,64,21.333333333333332,F,F
1576,vmhycltxxm,21BRS1194,4,2,87,F,93,31.0,F,F
1577,mqxaehnstt,21CSE1018,60,64,46,F,170,56.666666666666664,D,P
1578,ifjyigxucg,21CSE1357,100,72,81,F,253,84.33333333333333,A,P
1579,tbgksmxxlj,21CSE1003,1,11,99,F,111,37.0,F,F
1580,jhaklayley,21BRS1326,60,57,27,M,144,48.0,E,P
1581,lxgbgyyeza,21CSE1550,90,59,53,F,202,67.33333333333333,C,P
1582,wwjxbvldhp,21BAI1033,75,67,71,M,213,71.0,B,P
1583,nheqjvkdxz,21BAI1280,66,93,73,M,232,77.33333333333333,B,P
1584,lacopxtrml,21BAI1210,85,65,36,F,186,62.0,C,P
1585,rnlfolhdka,21CSE1117,79,63,8,M,150,50.0,E,P
1586,urdwagikoq,21BAI1476,4,96,94,M,194,64.66666666666667,C,P
1587,oevaglbscu,21BRS1196,0,3,98,F,101,33.666666666666664,F,F
1588,tkcblmwqvz,21BRS1178,78,17,14,M,109,36.333333333333336,F,F
1589,chdthnnagv,21CSE1547,20,62,50,M,132,44.0,E,P
1590,hpxsdwyjsi,21BRS1016,15,24,62,M,101,33.666666666666664,F,F
1591,amvhcezzlh,21CSE1069,32,96,65,F,193,64.33333333333333,C,P
1592,kofenyiqke,21CPS1457,45,26,92,M,163,54.333333333333336,D,P
1593,wpoggpngrj,21BAI1600,95,85,59,F,239,79.66666666666667,B,P
1594,jfnwmpvttu,21CSE1258,94,15,46,F,155,51.666666666666664,D,P
1595,mlklekypxe,21BRS1506,34,90,75,M,199,66.33333333333333,C,P
1596,melbspdzni,21BRS1480,30,87,60,M,177,59.0,D,P
1597,vdfmldxdja,21BAI1325,7,60,88,M,155,51.666666666666664,D,P
1598,doiodlmlat,21CSE1259,1,50,26,M,77,25.666666666666668,F,F
1599,xbbbqsuqsu,21CSE1334,88,31,96,F,215,71.66666666666667,B,P
1600,htvzbgoqja,21CPS1022,78,42,2,F,122,40.666666666666664,F,P
1601,fhlrlzuwde,21CPS1086,64,6,9,M,79,26.333333333333332,F,F
1602,inwptujocr,21CSE1173,5,22,96,F,123,41.0,E,P
1603,nzairsfiwo,21CPS1063,79,19,84,M,182,60.666666666666664,D,P
1604,dugcjipngd,21CPS1219,97,77,15,F,189,63.0,C,P
1605,fkpprsspxo,21CPS1570,96,2,45,F,143,47.666666666666664,E,P
1606,xkmesotvee,21BAI1161,49,24,31,F,104,34.666666666666664,F,F
1607,stalhqzupi,21BAI1126,24,50,91,M,165,55.0,D,P
1608,dosqfjgsnu,21BRS1013,12,68,66,F,146,48.666666666666664,E,P
1609,bviivvjxhx,21BAI1199,57,55,8,F,120,40.0,F,F
1610,nnfumbtjjk,21BAI1269,26,6,52,M,84,28.0,F,F
1611,ssigyzsmra,21BRS1504,26,5,89,M,120,40.0,F,F
1612,fexetxuwnh,21CPS1087,70,75,91,M,236,78.66666666666667,B,P
1613,wrnywfymnw,21BAI1321,69,88,16,F,173,57.666666666666664,D,P
1614,frgbpyhvwq,21BRS1094,7,63,86,F,156,52.0,D,P
1615,kwipwngpeo,21BAI1218,6,26,27,M,59,19.666666666666668,F,F
1616,pnpgfhsjuo,21BAI1553,3,9,69,M,81,27.0,F,F
1617,npetpapmqw,21BRS1490,59,14,81,M,154,51.333333333333336,D,P
1618,csgxkjwvsc,21BRS1385,42,31,81,F,154,51.333333333333336,D,P
1619,mqxvkqhxvt,21CPS1290,40,21,84,F,145,48.333333333333336,E,P
1620,iameqliymy,21BAI1267,25,43,65,F,133,44.333333333333336,E,P
1621,bejqnoeqya,21BRS1139,30,55,74,F,159,53.0,D,P
1622,xygivsjezx,21BAI1217,55,42,5,M,102,34.0,F,F
1623,lghiofxoso,21BAI1189,87,44,60,F,191,63.666666666666664,C,P
1624,xflsaiarws,21CSE1300,47,30,46,F,123,41.0,E,P
1625,agpzfsdgpu,21BRS1489,24,23,57,M,104,34.666666666666664,F,F
1626,sydtmxddta,21BRS1172,20,68,87,F,175,58.333333333333336,D,P
1627,wcjahbphqm,21CPS1569,25,63,55,M,143,47.666666666666664,E,P
1628,fdbctwhnwz,21BAI1146,8,6,42,F,56,18.666666666666668,F,F
1629,sfwdjquvgs,21BRS1018,7,75,12,M,94,31.333333333333332,F,F
1630,hdigezndwj,21CPS1051,68,61,98,M,227,75.66666666666667,B,P
1631,qupbfellsy,21BAI1440,5,4,35,F,44,14.666666666666666,F,F
1632,sxxjzetkdz,21BRS1198,39,42,24,F,105,35.0,F,F
1633,nxhfjjgqpf,21BAI1063,10,69,25,M,104,34.666666666666664,F,F
1634,dajywedomj,21BAI1062,88,79,17,F,184,61.333333333333336,C,P
1635,uvecqiastb,21BAI1394,41,28,20,M,89,29.666666666666668,F,F
1636,qgiuhwyiam,21CPS1368,20,79,95,F,194,64.66666666666667,C,P
1637,czjpdoixfx,21BAI1408,33,73,1,F,107,35.666666666666664,F,F
1638,mbccamrsxw,21BAI1264,56,56,0,M,112,37.333333333333336,F,F
1639,nqpfglmbek,21BRS1257,56,97,5,M,158,52.666666666666664,D,P
1640,dujyclxzhn,21CSE1423,30,58,56,F,144,48.0,E,P
1641,cobdymewto,21CPS1466,64,61,66,F,191,63.666666666666664,C,P
1642,vldttdyoym,21BAI1174,5,50,81,M,136,45.333333333333336,E,P
1643,icagzxidse,21BAI1011,1,83,72,M,156,52.0,D,P
1644,eriqpujkii,21BAI1055,8,5,3,F,16,5.333333333333333,F,F
1645,ijnblberoy,21CSE1334,41,98,0,F,139,46.333333333333336,E,P
1646,wxtbpzowib,21CSE1052,77,73,58,F,208,69.33333333333333,C,P
1647,olirbqdrgf,21BAI1477,79,55,5,M,139,46.333333333333336,E,P
1648,opohhegsqo,21BRS1077,11,76,98,M,185,61.666666666666664,C,P
1649,kxsqdssxga,21BAI1574,7,14,1,F,22,7.333333333333333,F,F
1650,ixlkunkllb,21BAI1069,14,58,22,F,94,31.333333333333332,F,F
1651,akmjxyscop,21BAI1382,71,31,87,F,189,63.0,C,P
1652,eoxxyyfcmj,21BAI1178,55,24,50,F,129,43.0,E,P
1653,suwhqrkomq,21BRS1493,91,10,37,F,138,46.0,E,P
1654,hkhxnhprez,21BAI1563,65,44,99,M,208,69.33333333333333,C,P
1655,autmdpykqu,21BAI1534,67,70,41,F,178,59.333333333333336,D,P
1656,pggaxdeptq,21BRS1436,83,63,14,F,160,53.333333333333336,D,P
1657,trwjpbtswv,21BRS1057,67,83,22,M,172,57.333333333333336,D,P
1658,ixtmzxflej,21CSE1030,33,20,48,F,101,33.666666666666664,F,F
1659,hdamuqkvaz,21CSE1499,38,88,82,F,208,69.33333333333333,C,P
1660,edzmlzbmen,21BAI1224,0,15,57,F,72,24.0,F,F
1661,kdcgmyimpv,21BRS1439,89,17,56,M,162,54.0,D,P
1662,dfklcucmmq,21BRS1151,63,37,4,M,104,34.666666666666664,F,F
1663,qzgdnbuklf,21CPS1586,15,75,68,F,158,52.666666666666664,D,P
1664,nrzgqnvetx,21BAI1271,90,32,5,M,127,42.333333333333336,E,P
1665,cmukfrbczy,21CPS1250,21,93,90,M,204,68.0,C,P
1666,nqpeklpdhw,21CPS1170,35,62,37,M,134,44.666666666666664,E,P
1667,saymmuoege,21CPS1067,65,62,4,M,131,43.666666666666664,E,P
1668,fcngzkvjxs,21CSE1399,46,52,13,M,111,37.0,F,F
1669,bkibptbbpi,21CSE1390,42,9,97,M,148,49.333333333333336,E,P
1670,gylqsvexbu,21BRS1263,38,60,86,F,184,61.333333333333336,C,P
1671,cjawtzmxpq,21CSE1265,50,90,5,F,145,48.333333333333336,E,P
1672,qxjnpfnejd,21CSE1115,26,42,32,M,100,33.333333333333336,F,F
1673,yjgzjbktfs,21CSE1409,71,99,47,F,217,72.33333333333333,B,P
1674,yusuhevmgo,21BAI1042,100,4,20,F,124,41.333333333333336,E,P
1675,trdozvgvqv,21CPS1565,51,15,3,F,69,23.0,F,F
1676,sinqogfrbi,21BRS1187,83,42,94,F,219,73.0,B,P
1677,dlbvgngyrk,21BAI1575,60,29,89,M,178,59.333333333333336,D,P
1678,fboofmysjq,21CPS1429,58,87,75,F,220,73.33333333333333,B,P
1679,bjzmhmtdzn,21CSE1498,52,99,20,F,171,57.0,D,P
1680,nvzhxdropf,21CSE1296,80,46,63,M,189,63.0,C,P
1681,fplglccgfq,21CSE1125,82,32,20,F,134,44.666666666666664,E,P
1682,vwdgksulxj,21CSE1340,45,38,94,M,177,59.0,D,P
1683,efajctkwor,21BRS1554,60,57,72,F,189,63.0,C,P
1684,davmqjopkb,21CSE1509,28,101,101,F,230,76.66666666666667,B,P
1685,abwwrokwio,21CPS1038,98,67,19,F,184,61.333333333333336,C,P
1686,qmuabgpwth,21BRS1229,49,4,67,M,120,40.0,F,F
1687,uqxbgxzvcv,21BRS1062,34,47,97,M,178,59.333333333333336,D,P
1688,ogkncxibau,21CPS1419,23,11,61,M,95,31.666666666666668,F,F
1689,nczgccaovr,21BAI1497,97,45,41,F,183,61.0,C,P
1690,uayqkkdgsf,21BRS1063,75,63,71,M,209,69.66666666666667,C,P
1691,uodlwqipus,21BRS1374,15,46,16,M,77,25.666666666666668,F,F
1692,kgikqxljzx,21CPS1491,11,47,35,F,93,31.0,F,F
1693,hochmtqurt,21CSE1119,13,64,47,F,124,41.333333333333336,E,P
1694,fecmwquszr,21CSE1484,32,70,58,F,160,53.333333333333336,D,P
1695,tghrwvykke,21BRS1204,24,39,76,M,139,46.333333333333336,E,P
1696,rqtxuxofas,21CPS1134,48,28,26,M,102,34.0,F,F
1697,pxklezdehg,21BRS1542,28,85,87,M,200,66.66666666666667,C,P
1698,bwyssdynko,21BRS1300,93,39,52,F,184,61.333333333333336,C,P
1699,wwxniagtqg,21CSE1244,92,46,32,F,170,56.666666666666664,D,P
1700,blgnmeeicu,21BAI1232,7,71,2,F,80,26.666666666666668,F,F
1701,qqjjuljeed,21CSE1031,68,62,26,F,156,52.0,D,P
1702,uxcpwswaon,21CPS1058,47,62,36,M,145,48.333333333333336,E,P
1703,olhpxzoyhe,21BAI1405,27,41,60,F,128,42.666666666666664,E,P
1704,zypfwhgyiv,21BRS1242,52,23,41,M,116,38.666666666666664,F,F
1705,lxgsgudwfi,21BRS1085,37,28,18,M,83,27.666666666666668,F,F
1706,zbzoeiwpgl,21BAI1321,82,9,32,F,123,41.0,E,P
1707,zgxmdncrmy,21CSE1359,51,2,45,M,98,32.666666666666664,F,F
1708,uvtwqlfete,21BRS1395,28,77,3,F,108,36.0,F,F
1709,wdkzmwvgdg,21BAI1210,97,49,55,F,201,67.0,C,P
1710,fwoaezyadv,21BRS1020,46,21,100,F,167,55.666666666666664,D,P
1711,svnnsiyisk,21CPS1418,89,23,40,F,152,50.666666666666664,E,P
1712,uhrkdwvkyp,21BAI1384,31,18,88,M,137,45.666666666666664,E,P
1713,vehcmgfaxg,21BAI1355,84,39,52,M,175,58.333333333333336,D,P
1714,tiemlalubz,21CSE1494,87,35,2,M,124,41.333333333333336,E,P
1715,ekolzzxhta,21CSE1085,40,22,80,F,142,47.333333333333336,E,P
1716,chnscyjsdp,21CSE1417,66,58,37,F,161,53.666666666666664,D,P
1717,smedbthtpu,21BRS1469,98,92,47,M,237,79.0,B,P
1718,rsocbxvlhr,21BAI1160,31,7,43,M,81,27.0,F,F
1719,wawztnhrbp,21BRS1006,40,79,71,M,190,63.333333333333336,C,P
1720,vanpunmzdp,21BAI1190,94,29,0,M,123,41.0,E,P
1721,nhpitnrpuj,21BAI1001,96,30,40,F,166,55.333333333333336,D,P
1722,rzuqrlbsqj,21CPS1289,70,54,72,F,196,65.33333333333333,C,P
1723,dohluwtnoy,21BAI1230,55,4,71,F,130,43.333333333333336,E,P
1724,mdllmaodpc,21BAI1493,84,17,68,M,169,56.333333333333336,D,P
1725,ppopjhtxxo,21CPS1486,40,6,68,M,114,38.0,F,F
1726,ekmauspduj,21BAI1426,91,49,8,F,148,49.333333333333336,E,P
1727,tjelktwbfh,21CPS1355,20,43,48,M,111,37.0,F,F
1728,qsfqmpnjij,21CSE1157,33,39,22,F,94,31.333333333333332,F,F
1729,yrndvqciil,21CPS1516,28,86,68,F,182,60.666666666666664,D,P
1730,rjmfbqzrsn,21BRS1376,40,21,72,M,133,44.333333333333336,E,P
1731,bgmuojgkqu,21BRS1482,98,47,90,F,235,78.33333333333333,B,P
1732,dsuqwzzfnj,21CSE1207,34,25,42,F,101,33.666666666666664,F,F
1733,vsbeiitraf,21BRS1229,65,99,48,F,212,70.66666666666667,C,P
1734,wrrvswhitg,21BRS1126,82,71,21,M,174,58.0,D,P
1735,tyeuleovhy,21CSE1503,46,31,101,M,178,59.333333333333336,D,P
1736,ktaosqgmwb,21BAI1585,8,81,49,M,138,46.0,E,P
1737,lniknwlpcs,21CPS1595,47,46,11,M,104,34.666666666666664,F,F
1738,yawkqjphka,21CPS1522,92,94,42,M,228,76.0,B,P
1739,louezvzcui,21BRS1414,4,89,67,M,160,53.333333333333336,D,P
1740,ldmcwkuphg,21BAI1538,11,94,66,F,171,57.0,D,P
1741,xuiwymsvnd,21CPS1377,56,94,39,F,189,63.0,C,P
1742,qgpnyvgeae,21BRS1453,51,4,85,M,140,46.666666666666664,E,P
1743,ftmdguwbze,21CPS1047,70,13,40,F,123,41.0,E,P
1744,feksoxptdq,21BAI1028,38,76,76,M,190,63.333333333333336,C,P
1745,uvgdqyicnn,21CPS1199,80,69,26,F,175,58.333333333333336,D,P
1746,avjydmdkgh,21BRS1114,14,69,27,M,110,36.666666666666664,F,F
1747,wekljqrrqa,21BRS1063,90,36,41,F,167,55.666666666666664,D,P
1748,omdvobgyby,21BRS1514,19,77,65,F,161,53.666666666666664,D,P
1749,ncqgqbjcap,21BAI1428,29,43,89,F,161,53.666666666666664,D,P
1750,glkfcabjon,21BAI1343,52,26,19,F,97,32.333333333333336,F,F
1751,wuzvynoozk,21CSE1447,18,41,77,F,136,45.333333333333336,E,P
1752,cvyvsjmkms,21CPS1488,14,3,93,F,110,36.666666666666664,F,F
1753,wgdarnizho,21CSE1027,39,46,77,M,162,54.0,D,P
1754,osllbafffy,21CSE1081,22,29,65,M,116,38.666666666666664,F,F
1755,dmvtbstmld,21CSE1094,48,100,10,F,158,52.666666666666664,D,P
1756,virgrcphsi,21CSE1160,25,4,86,M,115,38.333333333333336,F,F
1757,zqnztffhev,21BRS1264,67,27,55,M,149,49.666666666666664,E,P
1758,glrcvbqcdq,21BRS1436,83,72,43,M,198,66.0,C,P
1759,mfykjjeywi,21CSE1153,72,78,6,M,156,52.0,D,P
1760,davzcokjba,21CPS1533,91,64,11,F,166,55.333333333333336,D,P
1761,mubasxwigz,21CPS1239,0,1,29,F,30,10.0,F,F
1762,bsheepbmie,21BAI1059,23,57,19,F,99,33.0,F,F
1763,qthrtiqtkp,21CSE1193,12,7,101,F,120,40.0,F,F
1764,xjfqfhjzsi,21BAI1123,58,65,74,M,197,65.66666666666667,C,P
1765,wsfglkvvci,21BAI1241,16,63,29,M,108,36.0,F,F
1766,vwqmylsgge,21CPS1045,88,38,83,M,209,69.66666666666667,C,P
1767,zpozpuqbfz,21CSE1399,20,69,98,F,187,62.333333333333336,C,P
1768,cbgtxgjgfl,21BAI1022,42,4,72,F,118,39.333333333333336,F,F
1769,xoxumntzbn,21CSE1510,38,41,25,F,104,34.666666666666664,F,F
1770,zcoyeprdiu,21CSE1427,47,2,12,F,61,20.333333333333332,F,F
1771,xuqvhhupdz,21CSE1294,1,61,81,F,143,47.666666666666664,E,P
1772,ebatggurhq,21CSE1325,63,86,80,F,229,76.33333333333333,B,P
1773,iyvftbyplj,21CSE1107,69,30,44,F,143,47.666666666666664,E,P
